sentence#,words,pos,ner
45,ले,IE,O
45,पनि,TT,O
45,हतियारमोह,NN,O
45,नहटे,NN,O
45,को,IKM,O
45,बताए,VE,O
45,।,YF,O
46,कांग्रेसी,JX,O
46,सरकार,NN,O
46,मुख,NN,O
46,मा,II,O
46,राम,NP,O
46,राम,NP,O
46,बगली,NN,O
46,मा,II,O
46,छुरा,NN,O
46,को,IKM,O
46,नीति,NN,O
46,ले,IE,O
46,चल्दैछ,NN,O
46,।,YF,O
47,नौ,MM,O
47,वर्षउन,NN,O
47,ले,IE,O
47,सानेपा,NN,B-LOC
47,स्थित,NP,O
47,आफ्नै,PRFKX,O
47,आवास,NN,O
47,मा,II,O
47,कार्यक्रम,NN,O
47,चलाइन्,NN,O
47,।,YF,O
48,त्यसो,DDX,O
48,त,TT,O
48,एमाले,NN,B-ORG
48,मा,II,O
48,दुई,MM,O
48,साता,NN,O
48,भित्र,II,O
48,सरकार,NN,O
48,मा,II,O
48,पार्टी,NN,O
48,को,IKM,O
48,टोली,NN,O
48,को,IKM,O
48,नेतृत्व,NN,O
48,गर्ने,VN,O
48,कुरा,NN,O
48,मा,II,O
48,इश्वर,NN,B-PER
48,पोखरेल,NP,I-PER
48,",",YM,O
48,विष्णु,NP,B-PER
48,पौडेल,NP,I-PER
48,",",YM,O
48,अमृत,NN,B-PER
48,बोहरा,NP,I-PER
48,को,IKM,O
48,नाम,NN,O
48,समेत,TT,O
48,चर्चा,NN,O
48,मा,II,O
48,थियो,VVYN1,O
48,।,YF,O
49,मालबाहक,NN,O
49,भ्यान,NN,O
49,मा,II,O
49,लुकाइछिपाई,NN,O
49,खासा,NN,B-LOC
49,लैजाने,VN,O
49,क्रम,NN,O
49,मा,II,O
49,तातोपानी,NP,B-LOC
49,भन्सारगेट,NN,O
49,अगाडि,RR,O
49,बाटै,II,O
49,बुधबार,NN,O
49,दुई,MM,O
49,गोलिया,NN,O
49,रक्तचन्दन,NN,O
49,बरामद,NN,O
49,भए,VE,O
49,पछि,II,O
49,तस्करी,NN,O
49,को,IKM,O
49,पुष्टि,NN,O
49,भएको,NN,O
49,हो,VVYN1,O
49,।,YF,O
50,गोष्ठी,NN,O
50,मा,II,O
50,श्वागत,NN,O
50,मन्तब्य,NN,O
50,दिंदै,VDX,O
50,प्रा.,NN,O
50,टङ्क,NN,B-PER
50,न्यौपाने,NP,I-PER
50,ले,IE,O
50,सत्तापक्ष,NN,O
50,ले,IE,O
50,प्रध्यापक,NN,O
50,हरु,IH,O
50,लाई,IA,O
50,जहिल्यै,NN,O
50,पनि,TT,O
50,राजनीति,NN,O
50,देखि,II,O
50,बिमुख,NN,O
50,पार्न,VI,O
50,खोज्छ,VVYN1,O
50,तर,CC,O
50,प्राध्यापक,NN,O
50,हरु,IH,O
50,राजनीति,NN,O
50,बाट,II,O
50,उदासिन,JX,O
50,हुदैनन्,RR,O
50,भन्नुहुदै,NN,O
50,पञ्चायती,JX,O
50,ब्यवश्था,NN,O
50,मा,II,O
50,प्राध्यापक,NN,O
50,हरू,IH,O
50,लाई,IA,O
50,राजनीतिक,JX,O
50,अभियोग,NN,O
50,लगाएर,VQ,O
50,निकालिए,VE,O
50,को,IKM,O
50,प्र,FB,O
50,संग,II,O
50,हरु,IH,O
50,उल्लेख,NN,O
50,गर्नु,VI,O
50,भयो,VVYN1,O
50,।,YF,O
51,अमेरकिा,NN,B-LOC
51,को,IKM,O
51,सङ्घीय,NN,O
51,सञ्चित,JX,O
51,प्रणाली,NN,O
51,फेडरल,NN,O
51,रजिर्भ,NN,O
51,सिस्टम,NN,O
51,ले,IE,O
51,प्रतिशत,NN,O
51,मूल्य,NN,O
51,बराबर,JX,O
51,पुनः,RR,O
51,लगानी,NN,O
51,बढाउ,NN,O
51,दा,NN,O
51,बढाउ,NN,O
51,दै,NN,O
51,पनि,TT,O
51,त्यस्तो,DDM,O
51,पहिरो,NN,O
51,लाई,IA,O
51,रोक्न,VI,O
51,सकेन,VVYN1,O
51,।,YF,O
52,केटा,NN,O
52,हरु,IH,O
52,गणेश,NP,B-PER
52,लामा,NP,I-PER
52,ले,IE,O
52,हजार,MM,O
52,मान्छे,NN,O
52,ल्याउने,VN,O
52,जिम्,NN,O
52,मा,II,O
52,हाम्रो,PMXKM,O
52,पार्टी,NN,O
52,का,IKO,O
52,भने,TT,O
52,का,IKO,O
52,रहेछन्,VVYX2,O
52,तर,CC,O
52,हामी,PMX,O
52,ले,IE,O
52,ल्याउन,VI,O
52,नसक्ने,VN,O
52,भयौं,VVMX2,O
52,गच्छदार,NP,B-PER
52,ले,IE,O
52,बैठक,NN,O
52,मा,II,O
52,भने,TT,O
52,म,PMX,O
52,र,CC,O
52,महासचिव,NN,O
52,जीतेन्द्र,NN,B-PER
52,देव,NP,I-PER
52,दुवै,MM,O
52,ब्यस्त,JX,O
52,भएका,NN,O
52,ले,IE,O
52,त्यत्रो,NN,O
52,संख्या,NN,O
52,मा,II,O
52,मानिस,NN,O
52,उतार्न,VI,O
52,नसक्ने,VN,O
52,भयौं,VVMX2,O
52,।,YF,O
53,क्लब,NN,O
53,का,IKO,O
53,अध्यक्ष,NN,O
53,डिलप्रसाद,NN,B-PER
53,अधिकारी,NN,I-PER
53,का,IKO,O
53,अनुसार,II,O
53,महिला,NN,O
53,तर्फ,II,O
53,टोली,NN,O
53,ले,IE,O
53,सहभागिता,NN,O
53,जनाउनेछन्,NN,O
53,।,YF,O
54,मेरो,PMXKM,O
54,प्रतिभा,NN,O
54,देखेर,VQ,O
54,दाइ,NN,O
54,चिरञ्जीवी,NN,B-PER
54,रिजाल,NN,I-PER
54,विशेष,JX,O
54,गर्व,NN,O
54,गर्नुहुन्थ्यो,NN,O
54,।,YF,O
55,मन्त्री,NN,O
55,यादव,NP,B-PER
55,ले,IE,O
55,शिक्षामन्त्री,NN,O
55,दीनानाथ,NN,B-PER
55,शर्मा,NP,I-PER
55,लाई,IA,O
55,भारत,NP,B-LOC
55,को,IKM,O
55,नयाँदिल्ली,NP,B-LOC
55,मा,II,O
55,हुने,VN,O
55,एक,MM,O
55,कार्यक्रम,NN,O
55,मा,II,O
55,जान,VI,O
55,स्वीकृत,JX,O
55,दिने,VN,O
55,निर्णय,NN,O
55,गरे,VE,O
55,को,IKM,O
55,पनि,TT,O
55,बताए,VE,O
55,।,YF,O
56,अमेरि,NN,O
56,की,IKF,O
56,राष्ट्र,NN,O
56,हरू,IH,O
56,को,IKM,O
56,संगठन,NN,O
56,द्वारा,II,O
56,हाइटी,NP,B-LOC
56,विरूद्ध,II,O
56,आर्थिक,JX,O
56,प्रतिबन्ध,NN,O
56,।,YF,O
57,अब,RD,O
57,सदासयता,NN,O
57,देखाउने,VN,O
57,पालो,NN,O
57,नेपाली,JX,B-ORG
57,कांग्रेस,NN,I-ORG
57,को,IKM,O
57,हो,VVYN1,O
57,यतिबेला,RD,O
57,हामी,PMX,O
57,प्रार्थना,NN,O
57,गर्न,VI,O
57,सक्छौं,VVMX2,O
57,कि,CC,O
57,नेपाली,JX,B-ORG
57,कांग्रेस,NN,I-ORG
57,लाई,IA,O
57,सदबुद्धि,NN,O
57,पलाओस्,NN,O
57,।,YF,O
58,यदि,CSB,O
58,वहाँ,PXH,O
58,हरू,IH,O
58,ले,IE,O
58,सरकार,NN,O
58,मा,II,O
58,बसे,VE,O
58,को,IKM,O
58,कांग्रेस,NN,B-ORG
58,लाई,IA,O
58,नै,TT,O
58,सघाउने,VN,O
58,हो,VVYN1,O
58,भने,TT,O
58,आफू,PRF,O
58,लाई,IA,O
58,प्रतिपक्षी,NN,O
58,किन,RK,O
58,भन्ने,VN,O
58,।,YF,O
59,दैलेख,NP,B-LOC
59,प्रहरी,NN,O
59,ले,IE,O
59,पत्राचार,NN,O
59,गरे,VE,O
59,पनि,TT,O
59,सुर्खेत,NP,B-LOC
59,बाँके,NN,I-LOC
59,र,CC,O
59,काठमाडौं,NP,B-LOC
59,मा,II,O
59,रहे,VE,O
59,का,IKO,O
59,ती,DDX,O
59,अभियुक्त,NN,O
59,लाई,IA,O
59,पक्राउ,NN,O
59,गर्न,VI,O
59,प्रहरी,NN,O
59,ले,IE,O
59,चासो,NN,O
59,देखाए,VE,O
59,को,IKM,O
59,छैन,VVYN1,O
59,।,YF,O
60,यदी,NN,O
60,उनी,DDX,O
60,हरू,IH,O
60,आपस,NN,O
60,मै,PMX,O
60,बाझे,NN,O
60,भने,TT,O
60,नेपाल,NP,B-LOC
60,को,IKM,O
60,राजनीति,NN,O
60,मा,II,O
60,पुनः,RR,O
60,अर्,JX,O
60,को,IKM,O
60,सङ्कट,NN,O
60,आउनेछ,VVYN1,O
60,हामी,PMX,O
60,चाहन्छौं,VVMX2,O
60,त्यो,DDX,O
60,स्थिति,NN,O
60,नआओस,NN,O
60,।,YF,O
61,पाटपूर्जा,NN,O
61,जोडजाड,NN,O
61,गरेर,VQ,O
61,राजस्व,NN,O
61,ठग्ने,VN,O
61,चौधरी,NP,B-PER
61,ले,IE,O
61,ठगीधन्दा,NN,O
61,गर्दै,VDX,O
61,आए,VE,O
61,का,IKO,O
61,छन्,VVYX2,O
61,।,YF,O
62,स्थानीय,JX,B-ORG
62,प्रशासन,NN,I-ORG
62,ले,IE,O
62,खाद्य,NN,B-ORG
62,संस्थान,NN,I-ORG
62,को,IKM,O
62,गोदाम,NN,O
62,मा,II,O
62,मौज्दात,NN,O
62,सामान,NN,O
62,को,IKM,O
62,तौल,NN,O
62,र,CC,O
62,गन्ती,NN,O
62,गर्ने,VN,O
62,कार्य,NN,O
62,गरी,VQ,O
62,सके,VE,O
62,को,IKM,O
62,छ,VVYN1,O
62,।,YF,O
63,गाउ,NN,B-ORG
63,विकास,NN,I-ORG
63,समिति,NN,I-ORG
63,धाउदाधाउदा,NN,O
63,वाक्क,JX,O
63,भए,VE,O
63,का,IKO,O
63,गाउले,NN,O
63,का,IKO,O
63,लागि,II,O
63,किली,NN,O
63,सरकार,NN,O
63,भन्दा,II,O
63,माथिको,NN,O
63,बने,VE,O
63,का,IKO,O
63,छन्,VVYX2,O
63,।,YF,O
64,अर्थमन्त्री,NN,O
64,बाट,II,O
64,पार्टी,NN,O
64,लाई,IA,O
64,राजीना,NN,O
64,मा,II,O
64,बुझाएर,VQ,O
64,बसे,VE,O
64,का,IKO,O
64,बाबुराम,NP,B-PER
64,आश्वासन,NN,O
64,दिएर,VQ,O
64,पनि,TT,O
64,प्रचण्ड,NN,B-PER
64,को,IKM,O
64,दिल्ली,NP,B-LOC
64,भ्रमण,NN,O
64,मा,II,O
64,सामेल,JX,O
64,भएनन्,NN,O
64,।,YF,O
65,एमाले,NN,B-ORG
65,का,IKO,O
65,तर्फाट,NN,O
65,सुवासचन्द्र,NN,B-PER
65,नेम्वाङ,NP,I-PER
65,पनि,TT,O
65,संविधानसभा,NN,O
65,अध्यक्ष्ँ,NN,O
65,पद,NN,O
65,मा,II,O
65,साउन,NN,O
65,गते,NN,O
65,निर्विरोध,NN,O
65,चुनिए,NN,O
65,का,IKO,O
65,छन्,VVYX2,O
65,।,YF,O
66,सिग्देल,NN,B-PER
66,समूह,NN,O
66,का,IKO,O
66,भारतीय,JX,O
66,नागरिक,NN,O
66,रासेद,NN,B-PER
66,अली,NN,I-PER
66,फरार,JX,O
66,छन्,VVYX2,O
66,तर,CC,O
66,सो,DDX,O
66,समूह,NN,O
66,का,IKO,O
66,सदस्य,NN,O
66,जयपुर,NN,B-LOC
66,भारत,NP,I-LOC
66,का,IKO,O
66,स्माइल,NN,B-PER
66,खान,VI,I-PER
66,अब्बास,NN,I-PER
66,अली,NN,I-PER
66,शमशेर,NP,I-PER
66,अली,NN,I-PER
66,सवीर,NN,I-PER
66,अली,NN,I-PER
66,भने,TT,O
66,पक्राउ,NN,O
66,परे,VE,O
66,का,IKO,O
66,छन्,VVYX2,O
66,।,YF,O
67,व्यक्ति,NN,O
67,हरूले,NN,O
67,समय,NN,O
67,मा,II,O
67,ऋण,NN,O
67,भुक्तान,NN,O
67,नगर्दा,NN,O
67,वा,CC,O
67,तिर्न,NN,O
67,इन्कार,NN,O
67,गरिदा,NN,O
67,स्वाभाविक,JX,O
67,थियो,VVYN1,O
67,ब्याङ्क,NN,O
67,हरूमा,NN,O
67,घाटा,NN,O
67,लाग्थ्यो,VVYN1,O
67,नै,TT,O
67,।,YF,O
68,र,CC,O
68,सोहि,NN,O
68,पक्ष,NN,O
68,लाई,IA,O
68,राष्ट्रिय,JX,O
68,एकता,NN,O
68,को,IKM,O
68,रूप,NN,O
68,मा,II,O
68,समेटेर,VQ,O
68,हामी,PMX,O
68,सवै,JX,O
68,पक्ष,NN,O
68,हरू,IH,O
68,एकीकृत,JX,O
68,डमरू,NN,O
68,बन्न,VI,O
68,सके,VE,O
68,मा,II,O
68,मात्र,TT,O
68,हामी,PMX,O
68,सच्चा,JX,O
68,अर्थ,NN,O
68,मा,II,O
68,सगरमाथा,NN,B-LOC
68,को,IKM,O
68,टोपी,NN,O
68,थाप्न,VI,O
68,सक्षम,JX,O
68,हुन,VI,O
68,सक्नेछौं,NN,O
68,भन्ने,VN,O
68,हाम्रो,PMXKM,O
68,पक्,NN,O
68,का,IKO,O
68,सोचाई,NN,O
68,रहे,VE,O
68,को,IKM,O
68,छ,VVYN1,O
68,।,YF,O
69,साल,NN,O
69,मा,II,O
69,भएको,NN,O
69,माघे,NN,O
69,मधेस,NN,O
69,आन्दोलन,NN,O
69,बाट,II,O
69,एकाएक,NN,O
69,राजनीतिक,JX,O
69,रङ्गमञ्च,NN,O
69,मा,II,O
69,उदाए,NN,O
69,को,IKM,O
69,नाम,NN,O
69,हो,VVYN1,O
69,उपेन्द्र,NP,B-PER
69,यादव,NP,I-PER
69,।,YF,O
70,सिकिदिम,NN,B-LOC
70,गाउँ,NN,O
70,लाई,IA,O
70,पहिरो,NN,O
70,ले,IE,O
70,दुई,MM,O
70,तिरबाट,NN,O
70,घेरे,NN,O
70,को,IKM,O
70,र,CC,O
70,घटनास्थल,NN,O
70,मा,II,O
70,जाने,VN,O
70,बाटो,NN,O
70,समेत,TT,O
70,अवरुद्ध,JX,O
70,भएको,NN,O
70,छ,VVYN1,O
70,।,YF,O
71,त्यस,DDX,O
71,बैठक,NN,O
71,पछि,II,O
71,राष्ट्रपति,NN,O
71,उम्मेदवार,NN,O
71,एमाले,NN,B-ORG
71,बाट,II,O
71,हुने,VN,O
71,अनौपचारकि,NN,O
71,सहमति,NN,O
71,बने,VE,O
71,को,IKM,O
71,थियो,VVYN1,O
71,तथापि,CSB,O
71,एमाले,NN,B-ORG
71,बाट,II,O
71,माधव,NP,B-PER
71,नेपाल,NP,I-PER
71,र,CC,O
71,माओवादी,NN,B-ORG
71,ले,IE,O
71,सहाना,NP,O
71,प्रधान,JX,O
71,लाई,IA,O
71,बनाउनु,VI,O
71,पर्ने,VN,O
71,दुई,MM,O
71,वटा,MLO,O
71,मत,NN,O
71,राखिरहे,NN,O
71,।,YF,O
72,महान्यायाधिवक्ता,NN,O
72,को,IKM,O
72,आदेश,NN,O
72,संवैधानिक,JX,O
72,प्रावधानविपरीत,NN,O
72,भएको,NN,O
72,भन्दै,VDX,O
72,सर्वोच्च,JX,B-ORG
72,अदालत,NN,I-ORG
72,ले,IE,O
72,खारेज,JX,O
72,गरिदिए,VE,O
72,पछि,II,O
72,मात्रै,TT,O
72,थापा,NP,B-PER
72,हत्या,NN,O
72,को,IKM,O
72,अनुसन्धान,NN,O
72,अघि,RR,O
72,बढे,VE,O
72,को,IKM,O
72,हो,VVYN1,O
72,।,YF,O
73,नेपाल,NP,B-LOC
73,भारत,NP,I-LOC
73,सीमा,NN,O
73,स्थित,NP,O
73,इनर्वा,NN,B-LOC
73,प्रहरी,NN,O
73,चौकी,NN,B-ORG
73,को,IKM,O
73,पुरानो,JM,O
73,एक,MM,O
73,कोठे,NN,O
73,भवन,NN,O
73,मा,II,O
73,कार्यालय,NN,O
73,सञ्चालित,JX,O
73,छ,VVYN1,O
73,।,YF,O
74,राजनीतिक,JX,O
74,अस्थिरता,NN,O
74,को,IKM,O
74,यो,DDX,O
74,घडी,NN,O
74,मा,II,O
74,पनि,TT,O
74,राजनीति,NN,O
74,ले,IE,O
74,छुन,VI,O
74,न,CC,O
74,सकेको,NN,O
74,संस्था,NN,O
74,भने,TT,O
74,को,IKM,O
74,नेपाली,JX,B-ORG
74,सेना,NN,I-ORG
74,हो,VVYN1,O
74,उन,DDX,O
74,ले,IE,O
74,प्रस्ट्याए,NN,O
74,।,YF,O
75,सामान्य,JX,O
75,डाक्टर,NN,O
75,लाई,IA,O
75,स्त्रीरोग,NN,O
75,विशेषज्ञ,NN,O
75,बनाइदिए,NN,O
75,को,IKM,O
75,त्यो,DDX,O
75,घटना,NN,O
75,उन,DDX,O
75,को,IKM,O
75,जीवन,NN,O
75,को,IKM,O
75,ऐतिहासिक,JX,O
75,घटना,NN,O
75,बन्यो,VVYN1,O
75,।,YF,O
76,यस,DDX,O
76,ले,IE,O
76,गर्दा,VDO,O
76,काङ्ग्रेस,NN,B-ORG
76,उच्च,JX,O
76,मध्यमवर्ग,NN,O
76,को,IKM,O
76,पार्टी,NN,O
76,हुने,VN,O
76,तिर,II,O
76,अर्थात्,CC,O
76,दक्षिणपन्थ,NN,O
76,तिर,II,O
76,धकेलिए,NN,O
76,को,IKM,O
76,देखाउँछ,VVYN1,O
76,।,YF,O
77,लामो,JM,O
77,समय,NN,O
77,देखि,II,O
77,केवल,TT,O
77,इमेल,NN,O
77,र,CC,O
77,फोन,NN,O
77,मा,II,O
77,मात्र,TT,O
77,सर्म्पर्क,NN,O
77,भए,VE,O
77,का,IKO,O
77,नगेन्द्रजी,NN,B-PER
77,सगको,NN,O
77,यो,DDX,O
77,पहिलो,MOM,O
77,प्रत्यक्ष,JX,O
77,भेट,NN,O
77,र,CC,O
77,संवाद,NN,O
77,थियो,VVYN1,O
77,।,YF,O
78,ठगी,NN,O
78,गर्ने,VN,O
78,काइदा,NN,O
78,अनुसन्धान,NN,O
78,मा,II,O
78,संलग्न,JX,O
78,प्रहरी,NN,O
78,का,IKO,O
78,अनुसार,II,O
78,ठगी,NN,O
78,गिरोह,NN,O
78,का,IKO,O
78,सदस्य,NN,O
78,हरू,IH,O
78,काठमाडौं,NP,B-LOC
78,मा,II,O
78,हीरा,NN,O
78,जवाहरात,NN,O
78,व्यापारी,NN,O
78,को,IKM,O
78,रूपमा,NN,O
78,घुमेर,NN,O
78,पर्यटक,NN,O
78,लाई,IA,O
78,फसाउँदै,NN,O
78,आए,VE,O
78,का,IKO,O
78,थिए,VVYX2,O
78,।,YF,O
79,पूं,NN,O
79,जी,NN,O
79,एक,MM,O
79,ठाउं,NN,O
79,मा,II,O
79,केन्द्रित,JX,O
79,हुंदै,VDX,O
79,गए,VE,O
79,को,IKM,O
79,शोषण,NN,O
79,बढ्दै,VDX,O
79,गए,VE,O
79,को,IKM,O
79,र,CC,O
79,मानव,NN,O
79,जाति,NN,O
79,को,IKM,O
79,बीच,NN,O
79,मा,II,O
79,वर्गभेद,NN,O
79,बढ्दै,VDX,O
79,गए,VE,O
79,का,IKO,O
79,ले,IE,O
79,त्यस,DDX,O
79,वेला,NN,O
79,को,IKM,O
79,युराप,NN,O
79,को,IKM,O
79,परिस्थिति,NN,O
79,ले,IE,O
79,मार्क्स,NN,B-PER
79,को,IKM,O
79,विचार,NN,O
79,लाई,IA,O
79,साथ,NN,O
79,दियो,VVYN1,O
79,।,YF,O
80,साना,JO,B-ORG
80,किसान,NN,I-ORG
80,विकास,NN,I-ORG
80,बैंक,NN,I-ORG
80,बुटवल,NP,B-LOC
80,का,IKO,O
80,प्रमुख,JX,O
80,भोजराज,NP,B-PER
80,भण्डारी,NP,I-PER
80,का,IKO,O
80,अनुसार,II,O
80,यो,DDX,O
80,घोटाला,NN,O
80,एक,MM,O
80,बर्ष,NN,O
80,भित्रको,NN,O
80,हो,VVYN1,O
80,।,YF,O
81,मन्त्री,NN,O
81,पाण्डे,NP,B-PER
81,ले,IE,O
81,सोमबार,NN,O
81,र,CC,O
81,मंगलबार,NN,O
81,ना,NN,O
81,का,IKO,O
81,भ्रमण,NN,O
81,गरे,VE,O
81,का,IKO,O
81,थिए,VVYX2,O
81,।,YF,O
82,उक्त,DDX,O
82,संघ,NN,O
82,का,IKO,O
82,अध्यक्ष,NN,O
82,नारायण,NP,B-PER
82,कोइराला,NP,I-PER
82,को,IKM,O
82,सभापतित्व,NN,O
82,मा,II,O
82,भए,VE,O
82,को,IKM,O
82,उक्त,DDX,O
82,समारोह,NN,O
82,मा,II,O
82,संघ,NN,O
82,का,IKO,O
82,सचिव,NN,O
82,नवराज,NP,B-PER
82,कोइराला,NP,I-PER
82,ले,IE,O
82,वार्षिक,JX,O
82,प्रतिवेदन,NN,O
82,तथा,CC,O
82,कोषाध्यक्ष,NN,O
82,हरिराम,NN,B-PER
82,बस्नेत,NP,I-PER
82,ले,IE,O
82,आर्थिक,JX,O
82,प्रतिवेदन,NN,O
82,प्रस्तुत,JX,O
82,गर्नुभए,VE,O
82,को,IKM,O
82,थियो,VVYN1,O
82,।,YF,O
83,हाल,NN,O
83,सम्म,II,O
83,चण्डेश्वरी,NN,B-LOC
83,र,CC,O
83,काँधखोला,NN,B-LOC
83,सीमांकन,NN,O
83,भए,VE,O
83,पनि,TT,O
83,सीमांकन,NN,O
83,का,IKO,O
83,लागि,II,O
83,खटिए,NN,O
83,को,IKM,O
83,टोली,NN,O
83,ले,IE,O
83,कति,DKX,O
83,स्थान,NN,O
83,मा,II,O
83,सिमाना,NN,O
83,मिचिए,NN,O
83,को,IKM,O
83,हो,VVYN1,O
83,भन्ने,VN,O
83,प्रस्ट,NN,O
83,पार्न,VI,O
83,सकेको,NN,O
83,छैन,VVYN1,O
83,।,YF,O
84,यस,DDX,O
84,स्थिति,NN,O
84,मा,II,O
84,राष्ट्रपति,NN,O
84,ज्यूले,NN,O
84,के,DKX,O
84,गर्नुहुन्छ,VVYN1,O
84,राष्ट्रपति,NN,B-ORG
84,कार्यालय,NN,I-ORG
84,का,IKO,O
84,तर्फ,II,O
84,बाट,II,O
84,भन्न,VI,O
