sentence#,word,pos,ner
,एशिया,NNP,B-LOC
,महादेश,NN,I-LOC
,मा,POP,O
,बसोबास,NN,O
,गर्दछन्,VBF,O
,।,YF,O
sentence: 25,कुनै,DUM,O
,देश,NN,O
,मा,POP,O
,आदिवासी,NN,O
,हरू,HRU,O
,बहुसंख्या,NN,O
,मा,POP,O
,छन्,VBF,O
,त,RP,O
,कुनै,DUM,O
,देश,NN,O
,मा,POP,O
,अल्पसंख्या,NN,O
,मा,POP,O
,",",YM,O
,जुनसुकै,DUM,O
,देश,NN,O
,मा,POP,O
,जस्तै,POP,O
,संख्या,NN,O
,मा,POP,O
,रहेपनि,NN,O
,विकास,NN,O
,",",YM,O
,जनसंख्या,NN,O
,स्थानान्तरण,NN,O
,गर्ने,VNE,O
,",",YM,O
,घुलमिल,NN,O
,गर्ने,VNE,O
,",",YM,O
,सैनिकीकरण,NN,O
,गर्ने,VNE,O
,",",YM,O
,बसोबास,NN,O
,गर्ने,VNE,O
,तथा,CC,O
,हस्तक्षेप,NN,O
,आदि,RBM,O
,को,PKO,O
,नाम,NN,O
,मा,POP,O
,हाम्रो,PP$,O
,अस्तित्व,NN,O
,संकट,NN,O
,मा,POP,O
,परे,VBF,O
,को,PKO,O
,छ,VBF,O
,।,YF,O
sentence: 26,ए.,FB,O
,आइ.,FB,O
,पी.,FB,O
,पी.,FB,O
,एशिया,NNP,B-LOC
,का,PKO,O
,आदिवासी,NN,O
,हरू,HRU,O
,को,PKO,O
,प्रतिनिधिमूलक,JJ,O
,संस्था,NN,O
,हो,VBF,O
,।,YF,O
sentence: 27,यस,DUM,O
,को,PKO,O
,उद्देश्य,NN,O
,एशियाली,JJ,O
,आदिवासी,NN,O
,हरू,HRU,O
,को,PKO,O
,तितरवितर,NN,O
,भए,VBF,O
,को,PKO,O
,आवाज,NN,O
,लाई,PLAI,O
,गोलवन्द,NN,O
,गरेर,VBO,O
,स्वतन्त्रता,NN,O
,का,PKO,O
,लागि,POP,O
,लगाउनु,VBI,O
,हो,VBF,O
,।,YF,O
sentence: 28,सन्,NN,B-MISC
,1993,CD,I-MISC
,को,PKO,O
,विश्व,NN,O
,मानवअधिकार,NN,O
,सम्मेलन,NN,O
,(,YB,O
,भीयना,NN,B-LOC
,),YB,O
,मा,POP,O
,नेपाल,NNP,B-LOC
,का,PKO,O
,प्रतिनिधि,NN,O
,परशुराम,NNP,B-PER
,तामाङ,NNP,I-PER
,लाई,PLAI,O
,भेटें,VBF,O
,।,YF,O
sentence:29,नेपाल,NNP,B-LOC
,को,PKO,O
,आदिवासी,NN,O
,/,YM,O
,जनजाति,NN,O
,को,PKO,O
,गतिविधि,NN,O
,को,PKO,O
,विषय,NN,O
,मा,POP,O
,जान्नेमौ,NN,O
,का,PKO,O
,पाएँ,VBF,O
,।,YF,O
sentence: 30,हाम्रो,PP$,O
,बीच,NN,O
,मा,POP,O
,नेपाल,NNP,B-LOC
,का,PKO,O
,आदिवासी,NN,O
,/,YM,O
,जनजाति,NN,O
,हरू,HRU,O
,सँग,POP,O
,बसेर,VBO,O
,परामर्श,NN,O
,बैठक,NN,O
,गर्ने,VNE,O
,टुङ्गो,NN,O
,भएअनुसार,NN,O
,अहिले,RBO,O
,तपाई,PP,O
,हरू,HRU,O
,सँग,POP,O
,सहभागी,NN,O
,हुन,VBI,O
,पाए,VBF,O
,को,PKO,O
,मा,POP,O
,खुसी,NN,O
,छु,VBF,O
,।,YF,O
sentence: 31,"""",YQ,O
,उहाँ,PP,O
,ले,PLE,O
,अगाडि,RBM,O
,भन्नुभयो,VBF,O
,",",YM,O
,"""",YQ,O
,राज्य,NN,O
,अथवा,CC,O
,सत्ताशीन,JJ,O
,जाति,NN,O
,ले,PLE,O
,आदिवासी,NN,O
,/,YM,O
,जनजाति,NN,O
,लाई,PLAI,O
,विपन्न,JJ,O
,",",YM,O
,असभ्य,NN,O
,र,CC,O
,विकास,NN,O
,का,PKO,O
,बाधक,JJ,O
,का,PKO,O
,रूप,NN,O
,मा,POP,O
,देखाइराखे,NN,O
,का,PKO,O
,छन्,VBF,O
,।,YF,O
sentence: 32,त्यसकारण,RBM,O
,हामी,PP,O
,ले,PLE,O
,प्रभुत्वशाली,JJ,O
,समुदाय,NN,O
,को,PKO,O
,मूल्य,NN,O
,",",YM,O
,मान्यता,NN,O
,र,CC,O
,सांस्कृतिक,JJ,O
,अतिक्रमण,NN,O
,लाई,PLAI,O
,नकार्ने,NN,O
,मात्र,RP,O
,होइन,VBF,O
,सही,JJ,O
,माने,NN,O
,मा,POP,O
,राज्य,NN,O
,को,PKO,O
,नाम,NN,O
,मा,POP,O
,सत्तासीन,JJ,O
,जाति,NN,O
,ले,PLE,O
,गरे,VBF,O
,को,PKO,O
,दमन,NN,O
,लाई,PLAI,O
,उखेलेर,VBO,O
,फाल्नु,VNE,O
,परे,VBF,O
,को,PKO,O
,छ,VBF,O
,।,YF,O
sentence: 33,सी.,FB,O
,सी.,FB,O
,ए.,FB,O
,-,YM,O
,यू.,FB,O
,आर.,FB,O
,एम.,FB,O
,/,YM,O
,डागा,NN,O
,का,PKO,O
,प्रतिनिधि,NN,O
,फिलिपिन्स,NNP,B-LOC
,का,PKO,O
,नोयल,NN,B-PER
,भिलल्बा,NN,I-PER
,ले,PLE,O
,फिलिपिन्स,NNP,B-LOC
,का,PKO,O
,आदिवासी,NN,O
,हरू,HRU,O
,को,PKO,O
,स्थिति,NN,O
,का,PKO,O
,विषय,NN,O
,मा,POP,O
,जानकारी,NN,O
,दिंदै,VBO,O
,भन्नुभयो,VBF,O
,",",YM,O
,"""",YQ,O
,फिलिपिन्स,NNP,B-LOC
,को,PKO,O
,नयाँ,JJ,O
,संविधान,NN,O
,ले,PLE,O
,आदिवासी,NN,O
,हरू,HRU,O
,लाई,PLAI,O
,स्वायत्तता,NN,O
,र,CC,O
,स्व-शासन,NN,O
,को,PKO,O
,अधिकार,NN,O
,प्रदान,NN,O
,गरे,VBF,O
,को,PKO,O
,छ,VBF,O
,।,YF,O
sentence: 34,यो,DUM,O
,फिलिपिनो,JJ,O
,आदिवासी,NN,O
,को,PKO,O
,लागि,POP,O
,ठूलो,JJM,O
,उपलब्धि,NN,O
,हो,VBF,O
,तापनि,CS,O
,अझै,RBM,O
,भूमिसमस्या,NN,O
,समाधान,NN,O
,हुन,VBI,O
,बाँकी,JJ,O
,नै,RP,O
,छ,VBF,O
,।,YF,O
sentence:35,"""",YQ,O
,बंगलादेश,NNP,B-LOC
,का,PKO,O
,चिटगङ,NN,B-ORG
,हिलट्रयाक्ट,NN,I-ORG
,पिपल्स,NN,I-ORG
,काउन्सिल,NN,I-ORG
,का,PKO,O
,अध्यक्ष,NN,O
,सुवोध,NN,B-PER
,चक्,NN,I-PER
,मा,POP,I-PER
,ले,PLE,O
,वंगलादेश,NNP,B-LOC
,का,PKO,O
,जु,NN,O
,मा,POP,O
,जाति,NN,O
,हरू,HRU,O
,स्वायत्त,JJ,O
,शासन,NN,O
,को,PKO,O
,अधिकार,NN,O
,को,PKO,O
,लागि,POP,O
,लाडिरहे,NN,O
,को,PKO,O
,जानकारी,NN,O
,दिंदै,VBO,O
,सत्ताधारी,JJ,O
,हरू,HRU,O
,आदिवासी,JJ,O
,जनजाति,NN,O
,लाई,PLAI,O
,फुटाउन,VBI,O
,र,CC,O
,शासन,NN,O
,गर्न,VBI,O
,सफल,JJ,O
,भइरहे,VBF,O
,को,PKO,O
,चर्चा,NN,O
,गर्नुभयो,VBF,O
,।,YF,O
sentence: 36,यो,DUM,O
,उद्घाटन,NN,O
,कार्यक्रम,NN,O
,को,PKO,O
,शुरू,NN,O
,मा,POP,O
,राष्ट्रिय,JJ,B-ORG
,समिति,NN,I-ORG
,का,PKO,O
,सदस्य-सचिव,NN,O
,परशुराम,NNP,B-PER
,तामाङ,NNP,I-PER
,ले,PLE,O
,सभा,NN,O
,सञ्चालन,NN,O
,गर्दै,VBO,O
,सबै,JJ,O
,स्वदेशी,JJ,O
,तथा,CC,O
,विदेशी,JJ,O
,सहभागी,NN,O
,हरू,HRU,O
,लाई,PLAI,O
,औपचारिक,JJ,O
,रूप,NN,O
,मा,POP,O
,स्वागत,NN,O
,गर्नुभए,VBF,O
,को,PKO,O
,थियो,VBF,O
,।,YF,O
sentence: 37,उहाँ,PP,O
,ले,PLE,O
,परामर्श,NN,O
,गोष्ठी,NN,O
,को,PKO,O
,आयोजक,NN,O
,हरू,HRU,O
,-,YM,O
,विश्व,NN,O
,आदिवासी,NN,O
,अन्तर्राष्ट्रिय,JJ,O
,वर्ष,NN,O
,",",YM,O
,राष्ट्रिय,JJ,B-ORG
,समिति,NN,I-ORG
,",",YM,O
,नेपाल,NNP,B-LOC
,र,CC,O
,एशिया,NNP,B-ORG
,इन्डिजिनस,NN,I-ORG
,पिपल्स,NN,I-ORG
,प्याकट,NN,I-ORG
,का,PKO,O
,विषय,NN,O
,मा,POP,O
,जानकारी,NN,O
,दिंदै,VBO,O
,गोष्ठी,NN,O
,को,PKO,O
,उद्देश्य,NN,O
,माथि,POP,O
,प्रकाश,NN,O
,पार्नु,VBI,O
,भए,VBF,O
,को,PKO,O
,थियो,VBF,O
,।,YF,O
sentence: 38,सभा,NN,O
,मा,POP,O
,राष्ट्रिय,JJ,B-ORG
,समिति,NN,I-ORG
,का,PKO,O
,सदस्य,NN,O
,एवं,CC,O
,नेपाल,NNP,B-ORG
,जनजाति,NN,I-ORG
,महासंघ,NN,I-ORG
,का,PKO,O
,महासचिव,NN,O
,सुरेश,NNP,B-PER
,आलेमगर,NNP,I-PER
,ले,PLE,O
,सहभागी,NN,O
,एवं,CC,O
,स्रोत,NN,O
,व्यक्ति,NN,O
,हरू,HRU,O
,लाई,PLAI,O
,धन्यवाद,NN,O
,ज्ञापन,NN,O
,गर्नुभए,VBF,O
,को,PKO,O
,थियो,VBF,O
,।,YF,O
sentence: 39,उक्त,DUM,O
,उद्घाटन,NN,O
,समारोह,NN,O
,अपरान्ह,NN,O
,4,CD,B-MISC
,30,CD,I-MISC
,बजे,NN,I-MISC
,समाप्त,JJ,O
,भए,VBF,O
,को,PKO,O
,थियो,VBF,O
,।,YF,O
sentence: 40,सोही,DUM,O
,दिन,NN,O
,करीब,RBM,O
,5,CD,B-MISC
,0,CD,I-MISC
,बजे,NN,I-MISC
,तिर,POP,O
,परामर्श,NN,O
,गोष्ठी,NN,O
,को,PKO,O
,बन्दसभा,NN,O
,शुरू,NN,O
,भयो,VBF,O
,।,YF,O
sentence: 41,कार्यक्रम,NN,O
,को,PKO,O
,शुरू,NN,O
,मा,POP,O
,सबै,JJ,O
,सहभागी,NN,O
,हरू,HRU,O
,को,PKO,O
,व्यक्तिगत,JJ,O
,परिचय,NN,O
,गरियो,VBF,O
,।,YF,O
sentence: 42,त्यस,DUM,O
,पछि,POP,O
,जाति,NN,O
,को,PKO,O
,नाम,NN,O
,को,PKO,O
,वर्णानुक्रमअनुसार,NN,O
,उपस्थित,JJ,O
,गोष्ठी,NN,O
,का,PKO,O
,सहभागी,NN,O
,प्रतिनिधि,NN,O
,भोजराज,NNP,B-PER
,सुनुवार,NNP,I-PER
,",",YM,O
,शरणकुमार,NN,B-PER
,राई,NN,I-PER
,",",YM,O
,अर्जुन,NNP,B-PER
,सुब्बा,NNP,I-PER
,",",YM,O
,रमेशकुमार,NNP,B-PER
,तामाङ,NNP,I-PER
,",",YM,O
,सुरेश,NNP,B-PER
,आ,VBI,I-PER
,ले,PLE,I-PER
,मगर,NN,I-PER
,",",YM,O
,पद्मरत्न,NNP,B-PER
,तुलाधर,NNP,I-PER
,",",YM,O
,दिलबहादुर,NN,B-PER
,छन्त्याल,NN,I-PER
,",",YM,O
,माइतलाल,NN,B-PER
,गुरुङ,NN,I-PER
,",",YM,O
,रामदास,NNP,B-PER
,माझी,NNP,I-PER
,",",YM,O
,रामबहादुर,NN,B-PER
,चेपाङ,NN,I-PER
,आदि,RBM,O
,बाट,POP,O
,आ-आफ्नो,PPR,O
,जाति,NN,O
,को,PKO,O
,परिचय,NN,O
,र,CC,O
,संगठन,NN,O
,को,PKO,O
,गतिबिधि,NN,O
,का,PKO,O
,विषय,NN,O
,मा,POP,O
,जानकारी,NN,O
,दिइयो,VBF,O
,।,YF,O
sentence: 43,जस,DUM,O
,को,PKO,O
,संक्षिप्त,JJ,O
,सारांश,NN,O
,उपशीर्षक,NN,O
,नं.,FB,O
,6,CD,B-MISC
,मा,POP,O
,दिइए,VBF,O
,को,PKO,O
,छ,VBF,O
,।,YF,O
sentence: 44,यो,DUM,O
,दोस्रो,OD,O
,सभा,NN,O
,लाई,PLAI,O
,सुरेश,NNP,B-PER
,आ,VBI,I-PER
,ले,PLE,I-PER
,मगर,NN,I-PER
,ले,PLE,O
,सञ्चालन,NN,O
,गर्नु,VBI,O
,भए,VBF,O
,को,PKO,O
,थियो,VBF,O
,।,YF,O
sentence: 45,4,CD,B-MISC
,2,CD,I-MISC
,विहीबार,NN,I-MISC
,-,YM,O
,2050,CD,I-MISC
,चैत्र,NN,I-MISC
,11,CD,B-MISC
,गते,NN,I-MISC
,:,YM,O
,दोस्रो,OD,B-MISC
,बन्द,JJ,O
,सभा,NN,O
,विहान,NN,O
,सबेरै,NN,O
,6,CD,B-MISC
,:,YM,I-MISC
,15,CD,I-MISC
,बजे,NN,I-MISC
,सहभागी,NN,O
,हरू,HRU,O
,ले,PLE,O
,उदाउदै,VBO,O
,गरे,VBF,O
,को,PKO,O
,सूर्य,NN,O
,र,CC,O
,प्रकृति,NN,O
,को,PKO,O
,कलात्मक,JJ,O
,एवं,CC,O
,रोमान्चक,NN,O
,दृश्य,NN,O
,हेरे,VBF,O
,।,YF,O
sentence: 46,त्यहाँ,RBO,O
,सूर्य,NN,O
,ले,PLE,O
,कल्पनाभन्दा,RBM,O
,बाहिर,RBM,O
,आकाश,NN,O
,र,CC,O
,बादल,NN,O
,को,PKO,O
,संगम,NN,O
,भित्र,POP,O
,बाट,POP,O
,प्रश्नबाचक,NN,O
,चिन्ह,NN,O
,",",YM,O
,रोमन,JJ,O
,अक्षर,NN,O
,क्यू,NN,O
,",",YM,O
,अर्द्ध,JJ,O
,सी,FB,O
,",",YM,O
,आर्क,NN,O
,",",YM,O
,सुन्तला,NN,O
,हुँदै,VBO,O
,लाल,JJ,O
,भकुण्डो,NN,O
,जस्तो,POP,O
,चमत्कारपूर्ण,JJ,O
,रूप,NN,O
,हरू,HRU,O
,देखाए,VBF,O
,को,PKO,O
,थियो,VBF,O
,र,CC,O
,त्यस,DUM,O
,लाई,PLAI,O
,हाम्रो,PP$,O
,गोष्ठी-स्थल,NN,O
,ले,PLE,O
,स्वागत,NN,O
,गरे,VBF,O
,को,PKO,O
,थियो,VBF,O
,।,YF,O
sentence: 47,यसरी,RBO,O
,शुरु,NN,O
,भयो,VBF,O
,हाम्रो,PP$,O
,दोस्रो,OD,B-MISC
,दिन,NN,I-MISC
,को,PKO,O
,गोष्ठी,NN,O
,।,YF,O
sentence: 48,विहान,NN,O
,8,CD,B-MISC
,:,YM,I-MISC
,0,CD,I-MISC
,बजे,NN,I-MISC
,।,YF,O
sentence: 49,श्रीमती,NN,O
,स्टेला,NN,B-PER
,तामाङ,NNP,I-PER
,ले,PLE,O
,गोष्ठी,NN,O
,को,PKO,O
,प्रथम,OD,O
,सभा,NN,O
,लाई,PLAI,O
,गर्नुभयो,VBF,O
,भने,CS,O
,श्रीमती,NN,O
,मन,NN,B-ORG
,थापा,NNP,I-PER
,मगर,NNP,I-PER
,ले,PLE,O
,दोभासे,NN,O
,को,PKO,O
,भूमिका,NN,O
,निभाउनु,VBI,O
,भयो,VBF,O
,।,YF,O
sentence: 50,यस,DUM,O
,सभा,NN,O
,मा,POP,O
,स्रोत,NN,O
,व्यक्ति,NN,O
,नोयल,NN,B-PER
,भिलल्वा,NN,I-PER
,ले,PLE,O
,"""",YQ,O
,आदिवासी,NN,O
,सामाजिक,JJ,O
,प्रणाली,NN,O
,लाई,PLAI,O
,कसरी,RBO,O
,जियाउने,NN,O
,?,YF,O
,"""",YQ,O
,विषय,NN,O
,मा,POP,O
,कार्यपत्र,NN,O
,पेश,NN,O
,गर्नुभयो,VBF,O
,।,YF,O
sentence: 51,एउ,CD,O
,टा,CL,O
,खास,JJ,O
,सामाजिक,JJ,O
,प्रणाली,NN,O
,ले,PLE,O
,आदिवासी,NN,O
,हरू,HRU,O
,को,PKO,O
,आत्म,NN,O
,निर्णय,NN,O
,मा,POP,O
,कसरी,RBO,O
,मद्दत,NN,O
,गर्दछ,VBF,O
,?,YF,O
,फिलिपिन्स,NNP,B-LOC
,का,PKO,O
,आदिवासी,NN,O
,कोर्डिलेरा,NN,O
,जाति,NN,O
,को,PKO,O
,उदाहरण,NN,O
,दिंदै,VBO,O
,उहाँ,PP,O
,ले,PLE,O
,भन्नुभयो,VBF,O
,",",YM,O
,"""",YQ,O
,कोर्डिलेरा,NN,O
,जाति,NN,O
,को,PKO,O
,पौढ,NN,O
,हरू,HRU,O
,को,PKO,O
,परिषद,NN,O
,हुन्छ,VBF,O
,।,YF,O
sentence: 52,त्यो,DUM,O
,परिषद,NN,O
,सञ्चालन,NN,O
,का,PKO,O
,लागि,POP,O
,कुनै,DUM,O
,लिखित,JJ,O
,नियम,NN,O
,कानून,NN,O
,छैन,VBF,O
,।,YF,O
sentence: 53,प्रौढ,NN,O
,हरू,HRU,O
,आफ्नो,PPR,O
,जीवन,NN,O
,मा,POP,O
,आर्जन,NN,O
,गरे,VBF,O
,को,PKO,O
,अनुभव,NN,O
,",",YM,O
,ज्ञान,NN,O
,र,CC,O
,परम्परागतरूप,NN,O
,मा,POP,O
,पुस्तौं-पुस्तौं,NN,O
,सारिए,VBF,O
,को,PKO,O
,बुद्धि,NN,O
,विवेक,NN,O
,का,PKO,O
,आधार,NN,O
,मा,POP,O
,सबै,JJ,O
,को,PKO,O
,सहमति,NN,O
,को,PKO,O
,आधार,NN,O
,मा,POP,O
,निर्णय,NN,O
,गर्दछन्,VBF,O
,।,YF,O
sentence: 54,"""",YQ,O
,"""",YQ,O
,कोर्डिलेरा,NN,O
,जाति,NN,O
,को,PKO,O
,परम्परा,NN,O
,र,CC,O
,चलन,NN,O
,मा,POP,O
,एक,CD,B-MISC
,गाउँ,NN,O
,र,CC,O
,अर्को,DM,O
,गाउँ,NN,O
,वा,CC,O
,एक,CD,B-MISC
,समुदाय,NN,O
,र,CC,O
,अर्को,DM,O
,समुदाय,NN,O
,को,PKO,O
,बीच,NN,O
,मा,POP,O
,मुद्धा,NN,O
,वा,CC,O
,विवाद,NN,O
,परे,VBF,O
,मा,POP,O
,छिनोफानो,JJM,O
,गर्ने,VNE,O
,शान्ति,NN,O
,सम्झौता,NN,O
,पद्धति,NN,O
,छ,VBF,O
,त्यस,DUM,O
,लाई,PLAI,O
,बोदोङ,NN,O
,भनिन्छ,VBF,O
,।,YF,O
sentence: 55,यो,DUM,O
,बोदोङ,NN,O
,मार्फत,POP,O
,नै,RP,O
,समुदाय-समुदाय,NN,O
,बीच,NN,O
,तथा,CC,O
,गाउँ-गाउँ,NN,O
,बीच,POP,O
,एकता,NN,O
,बन्दछ,VBF,O
,।,YF,O
sentence: 56,"""",YQ,O
,"""",YQ,O
,जब,RBO,O
,फिलिपिन्स,NNP,B-LOC
,सरकार,NN,O
,ले,PLE,O
,आदिवासी,NN,O
,हरू,HRU,O
,विरुद्ध,POP,O
,भेदभाव,NN,O
,को,PKO,O
,नीति,NN,O
,र,CC,O
,तिनी,DUM,O
,हरू,HRU,O
,को,PKO,O
,इलाका,NN,O
,मा,POP,O
,चि,NN,O
,को,PKO,O
,बाँध,NN,O
,बनाउने,VNE,O
,भयो,VBF,O
,।,YF,O
sentence: 57,16,CD,B-MISC
,गाउँ,NN,O
,का,PKO,O
,आदिवासी,NN,O
,हरू,HRU,O
,ले,PLE,O
,त्यही,DUM,O
,तिनी,DUM,O
,हरू,HRU,O
,को,PKO,O
,बोदोङ,NN,O
,पद्धति,NN,O
,लाई,PLAI,O
,उपयोग,NN,O
,गरेर,VBO,O
,चि,NN,O
,को,PKO,O
,बाँध,NN,O
,को,PKO,O
,जोडदार,JJ,O
,बिरोध,NN,O
,गर्यो,VBF,O
,।,YF,O
sentence: 58,यस,DUM,O
,ले,PLE,O
,कोर्डिलेरा,NN,O
,हरू,HRU,O
,लाई,PLAI,O
,विस्थापन,NN,O
,बाट,POP,O
,बचायो,VBF,O
,।,YF,O
sentence: 59,नत्र,CC,O
,यसबेला,RBM,O
,16,CD,B-MISC
,गाउँ,NN,O
,नै,RP,O
,पानीमुनि,NN,O
,डुवी,NN,O
,सक्थ्यो,VBF,O
,।,YF,O
sentence: 60,"""",YQ,O
,उहाँ,PP,O
,ले,PLE,O
,अगाडि,RBM,O
,भन्नुभयो,VBF,O
,",",YM,O
,"""",YQ,O
,संसार,NN,O
,को,PKO,O
,सभ्यता,NN,O
,को,PKO,O
,गति,NN,O
,को,PKO,O
,वास्ता,NN,O
,नगरी,VBO,O
,पुराना,JJM,O
,परम्परा,NN,O
,राख्यौं,VBF,O
,भने,CS,O
,त्यो,DUM,O
,संस्कृति,NN,O
,लोप,NN,O
,गर्ने,VNE,O
